target,user,text,cleaned_text
4,Rianca,"@ddlovato, Your Awesome! I love to draw you! I hope you'll ever see it! (: http://twitpic.com/4lvns  I hope you'll ever come to Holland! ", your awesome i love to draw you i hope youll ever see it  i hope youll ever come to holland
0,Hani1122,"&quot;Hangover&quot; was a good movie, pretty funny one. K have to watch the Transformers2 next week...nd back to MGL, can't watch the ice age3 ",&quothangover&quot was a good movie pretty funny one k have to watch the transformers2 next weeknd back to mgl cant watch the ice age3
4,abideinlove,@exohmiamore He's a beautiful husband  thank you for the reminder. how have you beeen?,hes a beautiful husband thank you for the reminder how have you beeen
4,xodeebabie,@songzyuuup did u DM right this time? i prayed that you would haha ,did u dm right this time i prayed that you would haha
0,veronica11258,@gabboucla  yes it does and i gave up trying to upload videos on there!! ,yes it does and i gave up trying to upload videos on there
4,smarket,GDP growth at 5.8%....Nifty spiking up 80 points....any news is good news for market ,gdp growth at nifty spiking up pointsany news is good news for market
4,Sam_thebadwolf,Doing some of my media essay out in the sun! Thanx to Nicky H for the notes of course ,doing some of my media essay out in the sun thanx to nicky h for the notes of course
4,nkotblorib,@jordanknight I WISH twitter had the 'nudge' feature of IM so I could shake up JK right now! ,i wish twitter had the nudge feature of im so i could shake up jk right now
0,BrittanyL,"Zoe just spent the last 45 minutes throwing up after her first dose of Propolin. Hopefully she'll adjust. Otherwise, back to the vet. ",zoe just spent the last minutes throwing up after her first dose of propolin hopefully shell adjust otherwise back to the vet
4,Art_Advisor,"@SWeeTKiTTie excellent! here's to another 10,000 ",excellent heres to another
0,jontotton,@amanda4peace being hungover is the worst ,being hungover is the worst
0,KatySilvaa,"I'm doing my twitter, but i have no friend on my e-mail ",im doing my twitter but i have no friend on my e mail
4,emteepea,Getting Sonya a wedding outfit and perhaps some starbucks for the road ,getting sonya a wedding outfit and perhaps some starbucks for the road
4,P2DaG,Cool ppl I think DESERVE #FollowFriday love  REal PPL @moniquebaines @AnthonyMcMurray @SamHowat @BLUETUX @AraGuerra,cool ppl i think deserve love real ppl
0,peachgirl007,is Looking at Rob's &amp; Kristen's on set pictures of yesterday and feeling homesick ,is looking at robs &amp kristens on set pictures of yesterday and feeling homesick
0,craigyd,Still no suggestions for recording http://open.spotify.com/user/kraeig/playlist/6pZwW8FUnX5J9QlEbS2FGv  #spotify,still no suggestions for recording
0,beccacalvarese,I cant sleep ,i cant sleep
0,pippip1,@conkinho i think its possibly better than #badsex lol but yeh exactly. i stil think i shud hav sold it for more tho  oh well :S,i think its possibly better than lol but yeh exactly i stil think i shud hav sold it for more tho oh well
4,queequeg225,"need your help, song about puberty.. LOL haha  dunno why, but my teacher asked for it, it's either doing it or failing English! ~~~~~",need your help song about puberty lol haha dunno why but my teacher asked for it its either doing it or failing english ~~~~~
0,bunnyhero,@TranceGemini613 it's down ,its down
0,Nick_Doyle,Leaving for AZ on the 29th. ,leaving for az on the th
0,twit_chuck,Xbox died just as I get 2 weeks off ,xbox died just as i get weeks off
0,keysmash,@interjections It took me waaaaaaay too long to get that. ,it took me waaaaaaay too long to get that
0,llee5354,stranded in SF. Left headlights on ,stranded in sf left headlights on
0,katediviney,"@shaundiviney i just txted then for swaysway and stuff, is it too late to get a call now? fuck i hope not!!  xxx",i just txted then for swaysway and stuff is it too late to get a call now fuck i hope not xxx
4,katrinaweber,sitting and having some beers @ bww with ross and seth ,sitting and having some beers bww with ross and seth
4,OrganicBarbee,what? the kids are hungry again? you're kidding!  off for a lunch break...,what the kids are hungry again youre kidding off for a lunch break
4,KyNG_SLy,*FRESH OWT DA SHOWA*  :-D,*fresh owt da showa*
4,xoxmillyxox,gonna go read for a bit and then go pick up the soldiers ,gonna go read for a bit and then go pick up the soldiers
4,dizimatt74,yay! it turns out my swapped PS3 is not USA version after all it's Aus version  FTW (I've been dying to use that acronym),yay it turns out my swapped ps3 is not usa version after all its aus version ftw ive been dying to use that acronym
0,willel,@holydueg Clearly you can multitask. Why can't I? ,clearly you can multitask why cant i
0,amysav83,@beachNZ need to sleep again for wrk 2nite ,need to sleep again for wrk nite
4,eatyourbrocolli,"omelet, hashbrowns, and pbr. perfect for a saturday morning. ",omelet hashbrowns and pbr perfect for a saturday morning
4,jumpinqshrimp,Another day of school..Still waitinq for the Nice summer to come!! ,another day of schoolstill waitinq for the nice summer to come
4,mack005,@lizmar  how is your day? Hope its wonderful,how is your day hope its wonderful
0,ashley_katty,I hate humidity! ,i hate humidity
4,jessicakorman,@HilzFuld thanks ,thanks
4,hahahahahahahha,trying to plan stuff for this week with my friends! text mee! ,trying to plan stuff for this week with my friends text mee
0,MAygenNicole,Ummm intervention I'm an alcoholic and abuse drugs and I drink hand sanitizer cause I'm desperate to get drunk anthony I wanna cuddle you ,ummm intervention im an alcoholic and abuse drugs and i drink hand sanitizer cause im desperate to get drunk anthony i wanna cuddle you
4,crazyjack24,@rose2784 fruit juice isn't actually that bad as long as you mix it 1:1 with water and oly drink it to meals... Inbetween water ,fruit juice isnt actually that bad as long as you mix it 1 with water and oly drink it to meals inbetween water
4,Millyl,runs house is on ,runs house is on
4,brookiebabee,@Grungerblogtv What!? You dont like sharing a bday with Rob!? I share a bday with Orlando Bloom ,what you dont like sharing a bday with rob i share a bday with orlando bloom
0,colinofski,"I was lying in bed last night and this morning cursing as my legs were throbbing...  But hey, off to gym in a bit... do it all again...",i was lying in bed last night and this morning cursing as my legs were throbbing but hey off to gym in a bit do it all again
0,BleuMuze,@victorcina well that certainly isn't your fault. I'm hanging onto my job by the hair of my chinny chin chin! ,well that certainly isnt your fault im hanging onto my job by the hair of my chinny chin chin
4,greenfee,Updated my twitter profile image as it didn't always display properly on differing resolution monitors. Hopefully this display better ,updated my twitter profile image as it didnt always display properly on differing resolution monitors hopefully this display better
0,ins2nysens,Gotta go to work ,gotta go to work
0,Chichan93,I come With the rain ,i come with the rain
0,smilighter,SO COLD!!!! ,so cold
0,atiqssss,i just woke up i wanna hit myself on the head. NO MORE LATE NIGHTS ARGH ,i just woke up i wanna hit myself on the head no more late nights argh
4,skrubsam,Just sittin here waitin for my coffee to be full grown on farm town before going to bed ,just sittin here waitin for my coffee to be full grown on farm town before going to bed
0,denawhitebirch,My lawn turned severely brown this week although watered on both my prescribed 'water restriction days' ,my lawn turned severely brown this week although watered on both my prescribed water restriction days
0,blahboo,Correction...less than 7 hours of sleep ,correctionless than hours of sleep
0,mikewille,"I gave it a few to be sure, but it totally sucks. Apple keyboard keys are much mushier now then the one I bought in Feb. Mediocre at best ",i gave it a few to be sure but it totally sucks apple keyboard keys are much mushier now then the one i bought in feb mediocre at best
0,LadyTourmaline,"@auntieshawn519 yeah, damn stupid thing.  ",yeah damn stupid thing
0,luckyyou603,my feet are aching after walking in my super hot Aldo shoes. ,my feet are aching after walking in my super hot aldo shoes
4,DrKeokiStarr,Home just in time for Chelsea Lately ,home just in time for chelsea lately
4,keza34,@nessie111 thanks consider it done.lol ,thanks consider it donelol
4,rachyfbaby,@ArbieNation pssh u wish  I'll be at the gym..I need to plan a day to see u since ur in BFE!,pssh u wish ill be at the gymi need to plan a day to see u since ur in bfe
4,GnarBlast,did some more work on Dig Dug. can get to level 16 without dying now  Mega Man tomorrow after work. Goal: 2 levels in 5 minutes,did some more work on dig dug can get to level without dying now mega man tomorrow after work goal levels in minutes
4,AsiaBrands,"@hadasity is a Designer and Wire Artist based in NYC. She loves people, culture, music, the arts and anything Old. Follow this nice lady ",is a designer and wire artist based in nyc she loves people culture music the arts and anything old follow this nice lady
0,subhashbohra, today i completed 1 year in my current organization and today only i can't go office... bad !!!!!!,today i completed year in my current organization and today only i cant go office bad 
4,mental_ill,Zoloft and temps under 65. Almost too good to be true. ,zoloft and temps under  almost too good to be true
4,mehulved,"@Naina wow! I so miss those days of sleeping in the morning. Lucky you  But, then this schedule ha it's pros too sometimes.",wow i so miss those days of sleeping in the morning lucky you but then this schedule ha its pros too sometimes
0,DJWOOGIE,I don't feel good for some reason 2day....  ,i dont feel good for some reason day
0,lick_skittles,@Zombie_Plan my uncles home tonight so i cant drive in  sorry,my uncles home tonight so i cant drive in sorry
4,desc0nhecid0_0,i am is new user ,i am is new user
4,iBENN_COCKY,@YourGetaway08 PLS D0 ,pls d0
4,candypop,"if you've ever wondered what &quot;lorem ipsum ...&quot; meant, here's the translation http://www.lipsum.com/  it makes a very good point",if youve ever wondered what &quotlorem ipsum &quot meant heres the translation it makes a very good point
0,lynnkeys16,bored stiff  abdys boring noooo adays ! need t living up seriously!!!,bored stiff abdys boring noooo adays  need t living up seriously
4,imabuckeye,YAY for Promotions! I love Cookie Lee ,yay for promotions i love cookie lee
0,loooveontheruun,@carmelaramirez we`re not destined  for gugu all the way ))),we`re not destined for gugu all the way 
0,Taraaa_,CANT GO TO ALL TIME LOW SIGNING   I FEEL LIKE CRYING :'(,cant go to all time low signing i feel like crying 
4,jwanstall,Up early (for a sunday) so I can #skype my sister in Australia. I hope it's still raining out there! ,up early for a sunday so i can my sister in australia i hope its still raining out there
0,GarfieldNZ,"@CokieTheCat I knows when I not wanted, me leaves now to go an sulk.  Yu made me sad. (sniff)",i knows when i not wanted me leaves now to go an sulk yu made me sad sniff
0,lost_dog,@studionumber9 I am lost. Please help me find a good home. ,i am lost please help me find a good home
4,keza34,@twinkle47 i still can thats the problem.havent had a hangover since i was about 15.lol ,i still can thats the problemhavent had a hangover since i was about lol
4,CatiaDestine,@MandyyJirouxx  GO GO MILEY  ,go go miley
4,almo007,twitter???? should be called &quot;sh**ter&quot; ,twitter should be called &quoth**ter&quot
4,AberdeenUK,"@berwickbandit Hello, come and add me, I'm collating all the Aberdonian tweeple! ",hello come and add me im collating all the aberdonian tweeple
0,eeicke,"@eeicke Actually I won't be lucky, because it's out of the 3yrs ",actually i wont be lucky because its out of the yrs
0,UluvUY,@isaimperial ..n tho. Sorry to u and @inezherbosa  Don't mind the side notes and stuff.. @allyzajim kasi eh :|,n tho sorry to u and dont mind the side notes and stuff kasi eh 
4,Birchmore,@jemacourtney but your not cause you have dance 24/7 ,but your not cause you have dance  7
0,the_drew,"Let our agoraphobic cat out 6 hours ago, still no sign. Feel awful ",let our agoraphobic cat out hours ago still no sign feel awful
0,JamieJamess,@Shanchris  just come live down here and work with me,just come live down here and work with me
4,divxdownloads,"is excited to be visited by her twin and best friend! dinner, star gazing, and a movie!   // cool http://gykd.net",is excited to be visited by her twin and best friend dinner star gazing and a movie    cool
4,Crayons15,@jasonhalbert happy birthday! hope it's a great one! ,happy birthday hope its a great one
4,MissDee203,@chanely714 you better really be gettin dressed and bringin your ass down here so we can get this day poppin off! lol..i'm gettin off too ,you better really be gettin dressed and bringin your ass down here so we can get this day poppin off lolim gettin off too
0,gokulives,Just realised that I have been sitting on my sandwich for lunch.  Sat on it during the train in too.  Fail ,just realised that i have been sitting on my sandwich for lunch sat on it during the train in too fail
0,TanishaLeigh92,@ddlovato I wish i was  Dam it! I hate living in London,i wish i was dam it i hate living in london
0,PaulaAbdul4Ever,@AndyAdrenaline What's the matter sweetie?? ,whats the matter sweetie
4,wiseleo,@KatHernandez hehe  yeah it was hilarious. I haven't seen the show yet.  I've won dance-offs in clubs easily.,hehe yeah it was hilarious i havent seen the show yet ive won dance offs in clubs easily
4,fleurdeink,@TurtleMommy  working on it right now. I never know if they'll like em or not but i try ,working on it right now i never know if theyll like em or not but i try
0,faeriedreamer77,@MckMama crap.. i'll keep stellan in my thoughts tonight... please update when you get a chance..  poor bubby...,crap ill keep stellan in my thoughts tonight please update when you get a chance poor bubby
0,oonceoonce,@arikfr i'm not green ,im not green
0,girlfromPBO,@ebanflow ,
0,ReadingTheGirl,@GloriaMonday Oh  I would love to meet up but I'm buried in film and literary theory with no hope of surfacing any time soon. Sad times ,oh i would love to meet up but im buried in film and literary theory with no hope of surfacing any time soon sad times
0,gmmech,"morin' twitter world, is it too much to ask not 2 b woken up @ 6 am by your barkin dogs  just 1 morning Id love 2 sleep in",morin twitter world is it too much to ask not b woken up am by your barkin dogs just morning id love sleep in
4,SinginDiva88,Listening to The Rickey Smiley Morning Show and DEEEEZ NUTS!!!!!!!!  LOL,listening to the rickey smiley morning show and deeeez nuts lol
4,BrittanyAM91,2 more followers and I have 100 ,more followers and i have
4,mavinme,on my way to @xxxNataliaxxx's graduation ,on my way to s graduation
0,amiewolf,"piano lessons, shopping, flag...won't get home unitl 7 ",piano lessons shopping flagwont get home unitl
4,rios0625,我�?下推了!希望大家都繼續快樂而且充滿活力! LOVE AND PEACE 4EVER  (via @yannyannyann)原來你�?�?�了唷!!晚安, love and peace ever via 
4,nikkieo,@omgbrandonfosho Stfu suckaaaa ,stfu suckaaaa
4,janellethorsen,"@eritchardson  &amp;, i'm sure mom'll have more good food waiting for you at home.  enjoy the good ole bed &amp; your OWN room with no roommates. ",&amp im sure momll have more good food waiting for you at home enjoy the good ole bed &amp your own room with no roommates
4,twingly25,Looking forward to the MoD walk tomorrow even if it is going to rain  #Maddie,looking forward to the mod walk tomorrow even if it is going to rain
0,tsunimee,"sometimes there's no just forcing yourself to be productive, headache still pounding, too much stress for one day ",sometimes theres no just forcing yourself to be productive headache still pounding too much stress for one day
0,bonsterlicious,@trixarya: good morning to u my friend! I need coffee! , good morning to u my friend i need coffee
4,kristina0715,Working hard...no...hardly working ,working hardnohardly working
0,dpena,"Just realized I left my power cord in 8N17.    Please return to me if you found it, pretty please!",just realized i left my power cord in n17 please return to me if you found it pretty please
0,ladylovebug01,Im Sick  with a fever and I don't even think more cowbell will help!,im sick with a fever and i dont even think more cowbell will help
0,RockstarAtHeart,I hope @missmeggydoodle feels better! She's got a sore throat. ,i hope feels better shes got a sore throat
0,add1sun,Crap. Just realized I left my camera on the plane. Sad panda. ,crap just realized i left my camera on the plane sad panda
4,xonancy,@teamrobsten omg omg  need to see kstew!!,omg omg need to see kstew
4,HawaiianLife,@GloriaMFisher Not quit yet...   still have a few left in me... I think...  Thanks for the note...,not quit yet still have a few left in me i think thanks for the note
0,XonneL,"@jwray12 Lakers, baby Lakers!! I'll miss the game tmwr. I have to work  you'll have to keep me posted please",lakers baby lakers ill miss the game tmwr i have to work youll have to keep me posted please
0,docbaty,@daveixd  There's a whole lot wrong with that.,theres a whole lot wrong with that
4,YuvalMcFLY,@tommcfly On what radio channel are you guys interviewed in ? ,on what radio channel are you guys interviewed in 
0,samanthaaliz,@ashLeynic0L3 what's wrong? ,whats wrong
4,smileycherry,help my mammy cooking! I�m starvin...no joke ,help my mammy cooking im starvinno joke
0,diamondsong,"amended TGIF:  family,retiremnt party (still not mine), VO class, marketing team X.  USS Rock &amp; Roll is sold out!  -hey, maybe i'll sleep!",amended tgif familyretiremnt party still not mine vo class marketing team x uss rock &amp roll is sold out  hey maybe ill sleep
4,ZaleryGreen,goodnight panky pank ,goodnight panky pank
0,NewscasterStew,@lalavazquez LMAO!! I have to work...  We will talk about it via phone!!! ; - ),lmao i have to work we will talk about it via phone    
0,skwigelf,really wish I was seeing NIN/JA tonight ,really wish i was seeing nin ja tonight
0,KtDear,"Feeling really crummy today...chills, achy, head/stomach ache. And I have class tonight. This is gonna be a REALY long day. ",feeling really crummy todaychills achy head stomach ache and i have class tonight this is gonna be a realy long day
4,CharPidgeon,mommy's making me a peameal bacon sandwich for breakfast. ,mommys making me a peameal bacon sandwich for breakfast
4,_carolinee,having a dexter marathon in my bed &amp; drinking iced jasmine teaaaa ,having a dexter marathon in my bed &amp drinking iced jasmine teaaaa
4,mikedao,"@persicapit its enough to cover my burial, and I am totally ready to go cannibal if I need to.  ",its enough to cover my burial and i am totally ready to go cannibal if i need to
4,susie345,i need food now ,i need food now
4,ethand,@CMarie_Bundy I actually have 4 accounts @ethand @ethand_local @keystonenews and @mathusee ,i actually have accounts and
4,MRJAYV,"@SonjaNorwood ,,, hey mom,, ", hey mom
0,itzfcknash,"@effwitaboss who you trying to put on blash negro, man rick I bought more shoes, damn  ima addict !!.",who you trying to put on blash negro man rick i bought more shoes damn ima addict 
0,liaabby,I feel like I should be just now going to sleep. I'm awake ,i feel like i should be just now going to sleep im awake
4,magdastefan,@belindaang Youre welcome ,youre welcome
0,omgxitsxmee,pissed off. someone text me and make me happy ,pissed off someone text me and make me happy
4,MMAMAFIAnet,@RoundKickGym no prob and the same to you ,no prob and the same to you
0,analucasey,"yuck allergies!  my time home has gone by too fast, i wish i could stay a couple more days!!!  ",yuck allergies my time home has gone by too fast i wish i could stay a couple more days
4,WiltingSoul,@Nurul54 @Donnette its 4:30am here.  I should be in bed but I'm watching a movie,its 30am here i should be in bed but im watching a movie
4,BrotherDear,"@fatdirector: In Austraya we spell that thoroughly  Yes, great steak. I'm told the spare ribs were pretty darned good, too.", in austraya we spell that thoroughly yes great steak im told the spare ribs were pretty darned good too
4,Astronomer_Dave,@skythisweek The interactive Solar Map is excellent! ,the interactive solar map is excellent
0,Sh_Riek,@JettBOY not as drunk as trent and he was drinking beer. Sorry again ,not as drunk as trent and he was drinking beer sorry again
0,tehnakki,"@Jules_Party934  I hate how good all the dancers are this season on SYTYCD, i don't want any of them to leave ",i hate how good all the dancers are this season on sytycd i dont want any of them to leave
4,JessicaRAWR,Urgg I'm tired beyond beliefe but text mehh; 7047182092 ,urgg im tired beyond beliefe but text mehh
0,broskiii,@Mookiema i totally agree and super pissed that i wont see lebron and kobe play. ,i totally agree and super pissed that i wont see lebron and kobe play
4,MusicIsHealthy,@SamBennington  Hi Sam  Hope you're doing alright today? Have a nice day ,hi sam hope youre doing alright today have a nice day
4,twistingaether,@mathewsanders I went to Chow a couple times last time I was in Wellington... I LOVED it!!  My favourite dish was... &quot;banana leaf fish&quot; ,i went to chow a couple times last time i was in wellington i loved it my favourite dish was &quotbanana leaf fish&quot
0,Constantwaif,"um...will I won't I break into that orange wine I picked up in Barca?  I'll make that decision over the  65 min journey home , 10 weeks ",umwill i wont i break into that orange wine i picked up in barca ill make that decision over the min journey home  weeks
4,kricket_rc234,"@nareejo heyy yes, i'm here ",heyy yes im here
4,misarukia,"Woodstock: from what I've seen (not much, ha) it was simultaneously the most hellish and heavenly thing to happen that year.  sounds a ...",woodstock from what ive seen not much ha it was simultaneously the most hellish and heavenly thing to happen that year sounds a 
0,queenochaos,@JKWallace I have to admit to being one of the main offenders in this household  bad habit!,i have to admit to being one of the main offenders in this household bad habit
0,3sixty5days,@EeskeeMO i wudnt shave it if u paid me loads :o eeek. maybe for charity but only for alot. its taken so long to get it like this  &lt;3,i wudnt shave it if u paid me loads eeek maybe for charity but only for alot its taken so long to get it like this &lt3
4,werebraindead,Its 3:00 A.M. and someone really needs to lay off he caffeine ,its 00 am and someone really needs to lay off he caffeine
0,whoaohitskattie,@AlexAllTimeLow awhh im sorry ,awhh im sorry
0,andycrash,"@webaddict I don't know anything about gardening.  Except I like to say Ho.  Heh heh.  And weed.  heh heh heh.  Oooh, nice rake. ",i dont know anything about gardening except i like to say ho heh heh and weed heh heh heh oooh nice rake
4,photosbylexx,Hey @OfficiallyLove I found you!...lol Now u better follow me ,hey i found youlol now u better follow me
4,midnight_girl85,Tomorrow is WEC I hope there are some good fights............... ,tomorrow is wec i hope there are some good fights
4,daveyp,banana slices on toast for breakfast -- the food of kings ,banana slices on toast for breakfast    the food of kings
4,Mistress_Ebby,@james_a_michael It doesn't look like you're tired in the pic.  Don't work too hard.,it doesnt look like youre tired in the pic dont work too hard
0,xbennyx,@lykeomgitskerst babee i miss you!!!!  add my mom @robinswing,babee i miss you add my mom
4,rosieegibson,"decided to watch night at the museum, i made a good decision cuz it was hilarious. the three cherubs were so cute ",decided to watch night at the museum i made a good decision cuz it was hilarious the three cherubs were so cute
0,CreanP,"URGHHHHH, School Tomorrow  WHY???  ---- PS. My Skin IS BURNINGG!",urghhhhh school tomorrow why      ps my skin is burningg
4,ikki_oo,@JohneEdge U`ll be fine kick back chill out and enjoy ,u`ll be fine kick back chill out and enjoy
0,Agabela,So many things I could be doing right now if I didn't need to work....  #fb,so many things i could be doing right now if i didnt need to work
0,lucille_heather,i need SO much caffine to actaully keep me up ,i need so much caffine to actaully keep me up
4,freelancelance,TFTF @planetweaver - tonight I'm gonna party like I'm the 1999th person you're following. ,tftf   tonight im gonna party like im the th person youre following
0,ranoshka16,he was in my school this year he was supposed to go to collage but he rested ,he was in my school this year he was supposed to go to collage but he rested
0,slugnme,"@Like_the_Nut I'm sad because I got canceled tonight, so I could have joined you. ",im sad because i got canceled tonight so i could have joined you
4,MindPowerCoach,5W of energy powers your brain. 3W of energy focused burns through metal. What do u think focus would do to obstacles? ,w of energy powers your brain w of energy focused burns through metal what do u think focus would do to obstacles
4,Cap0nE,@Somaya_Reece : Hi Somaya Reece's Mom  Do you ride a lowrider? ^^, hi somaya reeces mom do you ride a lowrider ^^
0,DL3B,"Eating chinese with Maverick, Nick, Hollie, and Colton &lt;3 except Coltons being stupid and playing video games by himself ",eating chinese with maverick nick hollie and colton &lt3 except coltons being stupid and playing video games by himself
0,ashh_face,@neon_lights aw what's wrong? ,aw whats wrong
4,aimzeebabyy,hairspray show last night was soo fun  seeing jonas brothers concert in 3D today EEEP! cant wait to see you (L)Jackkkk.(L) love ya xxx,hairspray show last night was soo fun seeing jonas brothers concert in d today eeep cant wait to see you ljackkkkl love ya xxx
4,whereislena,"@CognitiveGirl By the way, how is your holiday?? Go to Noosa! I loved it up there ",by the way how is your holiday go to noosa i loved it up there
0,sharonbistline,There is now quiet and static-y music in the office. ,there is now quiet and static y music in the office
4,tahirahanisa,Bedtime finally ,bedtime finally
0,Krownz,My parade just got rained on. Gonna play some [PROTOTYPE] to get my mind off of things. ,my parade just got rained on gonna play some prototype to get my mind off of things
0,LaLaLand4ever,but i don't think i have any money for it. ,but i dont think i have any money for it
0,lrv94,"@ijustine Oh, that cant be good! poor GPS... My GPS lady gets angry ",oh that cant be good poor gps my gps lady gets angry
4,breatheyoga,"@djStunz HAHAHAHAHAHHAAAA god Randy, I miss you!  hope you're having a great time buddy! catch a wave for me ",hahahahahahhaaaa god randy i miss you hope youre having a great time buddy catch a wave for me
4,crickett32002,"@AnthonyONeal I see you trying to play me about the cable, it's all good though..I'll remember that! *smh* Have a good night ",i see you trying to play me about the cable its all good thoughill remember that *smh* have a good night
4,dbreakenridge,Good morning ,good morning
4,modecar,@lollipopswirl oo nga e..i miss manresa too its been how many months rin since i last visited our school..miss u guys rin ,oo nga ei miss manresa too its been how many months rin since i last visited our schoolmiss u guys rin
0,keoncam,On my way to work.... Honestly I need a new job ,on my way to work honestly i need a new job
4,GravelRdJewelry,@VanceStudios I could easily be a crazy cat lady but the better half  won't have it ,i could easily be a crazy cat lady but the better half wont have it
0,TheFranny,"Oh I just watched Pay It Forward. That Movie always makes me cry, Now I'm extremely sad ",oh i just watched pay it forward that movie always makes me cry now im extremely sad
0,xoCAZZA,@Caraandclo yh it is  how many weeks is it off your birthday? x,yh it is how many weeks is it off your birthday x
0,angelandz,I need my Disney funny!!! ,i need my disney funny
0,ohhhstephy,Omg I overslept! Gona fucking burn this alarm clock for deceiving me ,omg i overslept gona fucking burn this alarm clock for deceiving me
4,freshypanda,"@9swords Yeah, I change mine like every week. Somewhat schitzo like that ",yeah i change mine like every week somewhat schitzo like that
0,sarahbreck,Party in anaheim hills for pawwwlllllls goodbye ,party in anaheim hills for pawwwlllllls goodbye
4,asiancrunk,goodnight twitter people  time to sleepp,goodnight twitter people time to sleepp
0,mysugarisraw,I cant find my size in jeans that have holes in them  weeps! maybe i need to gain weight ...,i cant find my size in jeans that have holes in them weeps maybe i need to gain weight 
0,hormoaning,@onhersleeve lol i feel sorry for you/other demi fans ,lol i feel sorry for you other demi fans
0,laevers,"@originalist nope, I don't    Guess I'll be running to Blockbuster!",nope i dont guess ill be running to blockbuster
4,MissMileysFan1,@MandyyJirouxx Do you know you're the luckiest girl in the world?  You're having lunch with the sweetest girl of the world!!!!!!!,do you know youre the luckiest girl in the world youre having lunch with the sweetest girl of the world
0,haileysweet,Getting my blood taken  ugh.,getting my blood taken ugh
0,bethroome,@anthonyprice so sad ,so sad
4,Tom__S,Good night Louisiana ladies... Hope you all have good nights with Sweet Dreams ,good night louisiana ladies hope you all have good nights with sweet dreams
4,sirgregg,"&quot;Extension of the accident is randomicly between some intervals&quot; I love checking people's papers, it brings up my self-esteem ",&quotextension of the accident is randomicly between some intervals&quot i love checking peoples papers it brings up my self esteem
4,kicknpirate10,@jdehner had no idea you were on here lol. glad you've found me ,had no idea you were on here lol glad youve found me
0,TimbrePitch,"@michelledodd Yes, I tried to hold back, but it's not right what is going on in Iran.  ",yes i tried to hold back but its not right what is going on in iran
4,bigweale,@ginww picked up some Blue Moon Summer Ale on my way back from work! ,picked up some blue moon summer ale on my way back from work
4,xxlogannn,sitting and waiting for the pens game to come on.  yay!,sitting and waiting for the pens game to come on yay
0,Kelmorg_2000,thought iphone OS 3.0 came out today....i was wrong....its tomorrow ,thought iphone os came out todayi was wrongits tomorrow
4,shereece_arnold,seems like a nice day-guess it's off to the park with my lil man ,seems like a nice day guess its off to the park with my lil man
0,RoryWallace,@fredchannel  rojadirecto.com looks to be expired domain ,rojadirectocom looks to be expired domain
0,danlin524,There is argument among my family members ,there is argument among my family members
4,dogzero,"@Tayss Hi Tayla, @Banksyart is now at @Banksyart2 - he's been posting there since having probs with his @Banksyart account. ",hi tayla is now at   hes been posting there since having probs with his account
4,1045CHUMFM,@pinkplaidcat  Thanks so much for listening!! ,thanks so much for listening
4,Tascar,@randombullseye Please check your Dtoid inbox! ,please check your dtoid inbox
0,Joshjte,Back to work ,back to work
4,rhondapalooza,@RIP_The_Ramones i'm totally  crystal clean until my liver decides to take inventory   thanks for asking,im totally crystal clean until my liver decides to take inventory thanks for asking
4,rjakesdub,"@Jayme1988 ah, okay getting out of the loop. Actually thought it was something to do with opera ie singing. Bringing it to the public etc ",ah okay getting out of the loop actually thought it was something to do with opera ie singing bringing it to the public etc
4,siirensiiren,@carma143 why you think i do it?  lollll,why you think i do it lollll
4,gracielou105,@anniykins hey ann!!  u in college ba? how's it been?!,hey ann u in college ba hows it been
4,Ca8lin,http://twitpic.com/6vn7r - i love my eyes in this pic ,  i love my eyes in this pic
0,Karlcandido,"@alexiszlamal $200 HOLYBAJIBUS, the helmet probs made of gold! can u send me the url even though it ended. yeah someone unfollowed 23-22 ",200 holybajibus the helmet probs made of gold can u send me the url even though it ended yeah someone unfollowed  22
4,mskuochie,@helahelen sounds good  See you tonight can't wait ... pre drink? i'm on a budget,sounds good see you tonight cant wait  pre drink im on a budget
0,mellywellypoo,oh gosh needles suck...  ,oh gosh needles suck
0,Silv_chivi,i miss my girls ,i miss my girls
0,j0ely,"troubling tuesdae, got a shitload of work ",troubling tuesdae got a shitload of work
0,taylahhh,Feels like I've been punched in the mouth. Hurts so bad. ,feels like ive been punched in the mouth hurts so bad
4,thecraftykitten,Good morning!!  I'm off to enjoy a day in the studio!  A whole day not just an evening   Squeeee!,good morning im off to enjoy a day in the studio a whole day not just an evening squeeee
0,ellietricity,"well that was a bloody waste of a perfectly good night  stick with your friends, kids!",well that was a bloody waste of a perfectly good night stick with your friends kids
0,SiegeTheGrave,I'm on my much needed break at work...I feel like crap today ,im on my much needed break at worki feel like crap today
4,CourtneySusanne,@johncmayer  Having a filter is overrated....went without mine all week  made me feel liberated!,having a filter is overratedwent without mine all week made me feel liberated
0,kt_kayteee,Just saw lawless like bumped into him!!!! Saw rest of band too but no pics ,just saw lawless like bumped into him saw rest of band too but no pics
4,LCTV,@aubreyoday we need some new music from you. when will we get any? ,we need some new music from you when will we get any
4,beautyfulgenyus,**flashing lights** all about my life right now... it's just gettin' started. let's gooooo! now's the time.. ,**flashing lights** all about my life right now its just gettin started lets gooooo nows the time
4,flagsnowwolf,ONLY 6 FINALS LEFT! YIPEEEE ,only finals left yipeeee
